acc1,acc5,clips/s,epoch,lambda_div_eff,lambda_pred_eff,lambda_reg_eff,lambda_sem_eff,loss,loss_cls,loss_div,loss_pred,loss_reg,loss_sem,lr,pred_h1,slot_corr,slot_max_corr,summary_abs_mean,summary_cov_offdiag,summary_sem_acc,summary_sem_conf,summary_sig_min,summary_std,summary_std_min,val_class_acc_mean,val_clip_acc1,val_clip_acc5,val_loss,val_video_acc1
6.15234375,28.7109375,930.059515258546,0,0.005000000000000004,0.3125,0.024999999999999942,0.049999999999999885,3.1659811809659004,3.008472977206111,0.0254489313083468,0.008598241569416132,0.18732807715423405,3.0002160761505365,0.010000000000000007,0.008598241569416132,0.12261356654926203,0.3116686815628782,0.8108077519573271,0.2942830412648618,0.0556640625,0.06859061779687181,0.570957486750558,0.7885952428914607,0.5699327874463052,0.08636363636363636,6.640625,21.6796875,3.0152563713490963,0.07327586206896551
6.54296875,31.640625,934.2886414029366,1,0.010000000000000007,0.5,0.049999999999999885,0.049999999999999885,3.1352874021977186,2.9763524495065212,0.03115285413514357,0.0028347222232696367,0.1647400971269235,2.97938072681427,0.010000000000000007,0.0028347222232696367,0.1477759841363877,0.30414748343173414,0.8036624705418944,0.28133931919001043,0.0546875,0.06621541138156317,0.649273881688714,0.7717388337478042,0.648081811144948,0.05,3.3203125,34.5703125,3.0209751315414906,0.03879310344827586
8.0078125,33.59375,511.5371980320665,2,0.010000000000000007,0.5,0.049999999999999885,0.049999999999999885,3.1245367117226124,2.966393271461129,0.03080155966745224,0.0021255496358207893,0.16252244962379336,2.9729306306689978,0.010000000000000007,0.0021255496358207893,0.14857570629101247,0.28751504281535745,0.7974616005085409,0.27650470519438386,0.0673828125,0.07045501604443416,0.6595204253681004,0.7685279967263341,0.6583070852793753,0.05801282051282051,4.1015625,31.0546875,3.0152502171695232,0.04741379310344827
11.42578125,45.21484375,509.4526570128759,3,0.010000000000000007,0.5,0.049999999999999885,0.049999999999999885,2.9926714915782213,2.832053938880563,0.02425171130016679,0.006767908549591084,0.17316120490431786,2.966660277917981,0.010000000000000007,0.006767908549591084,0.12462787190452218,0.32785065518692136,0.794569147285074,0.2682351830881089,0.068359375,0.07564369437750429,0.49697490548714995,0.7745311832986772,0.49610696849413216,0.12196275946275945,10.3515625,41.40625,2.9121669493615627,0.125
16.30859375,53.61328125,508.6220483353012,4,0.010000000000000007,0.5,0.049999999999999885,0.049999999999999885,2.8024675073102117,2.642788135446608,0.02366961701773107,0.006766059079382103,0.1655430271057412,2.955650322139263,0.010000000000000007,0.006766059079382103,0.12361871916800737,0.3251190304290503,0.7946372064761817,0.26804026938043535,0.083984375,0.07255704596173018,0.528664842247963,0.7753123184666038,0.5277273764368147,0.22602120102120105,19.7265625,58.59375,2.514813220128417,0.25
20.8984375,59.66796875,510.790960568801,5,0.010000000000000007,0.5,0.049999999999999885,0.049999999999999885,2.6428750548511744,2.4843939365819097,0.023037057355395518,0.006325030346488347,0.15773412049748003,2.9440307673066854,0.010000000000000007,0.006325030346488347,0.12431584671139717,0.31710860528983176,0.7948062885552645,0.2681170554133132,0.076171875,0.07567156152799726,0.6176472813822329,0.7742848973721266,0.6165212551131845,0.23011571761571759,21.484375,59.375,2.4329053331166506,0.23706896551724138
23.92578125,61.62109375,513.8188313765919,6,0.010000000000000007,0.5,0.049999999999999885,0.049999999999999885,2.5769476611167192,2.4189775055274367,0.016077367836260237,0.006800344861403573,0.1571129453368485,2.9310713093727827,0.010000000000000007,0.006800344861403573,0.10267280996777117,0.2695629197405651,0.7899637930095196,0.27433436759747565,0.0947265625,0.07758841069880873,0.6388149010017514,0.784455940593034,0.6376448785886168,0.312018537018537,20.8984375,59.1796875,2.4621235746890306,0.3146551724137931
23.73046875,64.453125,513.5388931366849,7,0.010000000000000007,0.5,0.049999999999999885,0.049999999999999885,2.5045374976471066,2.3481549909338355,0.014433446820476092,0.0060456109522419865,0.15531235362868756,2.908995097503066,0.009929687500000006,0.0060456109522419865,0.09707200835691765,0.27209943323396146,0.7839670535176992,0.2738500477280468,0.099609375,0.07923163921805099,0.6550254495814443,0.7839455283246934,0.6538215037435293,0.2869447219447219,21.875,55.6640625,2.488141344860196,0.29310344827586204
32.8125,72.8515625,510.42148538569216,8,0.010000000000000007,0.5,0.049999999999999885,0.049999999999999885,2.190430506132543,2.035596514120698,0.012043631861160975,0.005155599616955442,0.15242720185779035,2.8902874309569597,0.0010000000000000007,0.005155599616955442,0.08901967288693413,0.27099908085074276,0.7828025920316577,0.2775958185084164,0.1044921875,0.07906888169236481,0.6982035050168633,0.7876395010389388,0.6969102853909135,0.34497363747363746,28.515625,65.8203125,2.300422115251422,0.35344827586206895
38.76953125,77.34375,513.142902340788,9,0.010000000000000007,0.5,0.049999999999999885,0.049999999999999885,2.0301021225750446,1.874931677710265,0.012153371135354973,0.008513207953001256,0.14563017874024808,2.870215902104974,0.0009929687500000006,0.008513207953001256,0.088118304614909,0.290515084983781,0.7829571268521249,0.272250049514696,0.1142578125,0.07963719189865515,0.717779525090009,0.7936352933757007,0.7164460751228034,0.3275108225108225,27.5390625,66.40625,2.3676733300089836,0.34051724137931033
