acc1,acc5,clips/s,epoch,lambda_div_eff,lambda_pred_eff,lambda_reg_eff,lambda_sem_eff,loss,loss_cls,loss_div,loss_pred,loss_reg,loss_sem,lr,pred_h1,slot_corr,slot_max_corr,summary_abs_mean,summary_cov_offdiag,summary_sig_min,summary_std,summary_std_min,task_target_delta_abs_mean,task_target_std,val_class_acc_mean,val_clip_acc1,val_clip_acc5,val_loss,val_video_acc1
6.0546875,28.7109375,845.2523349670842,0,0.005000000000000004,0.3125,0.024999999999999942,0.0,3.011331018060446,3.003776252269745,0.02192256109265145,0.00869788045201858,0.1890826302114874,0.0,0.010000000000000007,0.00869788045201858,0.11653753579594195,0.27905370423104614,0.8158820327371359,0.2943108899053186,0.5567292766645551,0.7931920918636024,0.5557339468505234,0.04208018380450085,0.9991551078855991,0.05,5.078125,28.7109375,3.017784468829632,0.05172413793103448
5.46875,32.2265625,803.8207804362947,1,0.010000000000000007,0.5,0.049999999999999885,0.0,2.997049840167165,2.98739012517035,0.03363893103960436,0.002587736969871912,0.16058896761387587,0.0,0.010000000000000007,0.002587736969871912,0.15441153559368104,0.31421732320450246,0.799082132987678,0.2756328792311251,0.6717120124958456,0.7693229257129133,0.67047348478809,0.03697662233025767,0.9975762590765953,0.05,3.3203125,28.3203125,3.010831732302904,0.03879310344827586
9.08203125,37.20703125,832.5477178653875,2,0.010000000000000007,0.5,0.049999999999999885,0.0,2.956655817106366,2.946905681863427,0.03215421462664381,0.0027512820979609387,0.16105903021525592,0.0,0.010000000000000007,0.0027512820979609387,0.14562978222966194,0.33943036082200706,0.8003471423871815,0.2726027867756784,0.6336949323303998,0.7719924030825496,0.6325355207081884,0.04287701903376728,0.9959407728165388,0.0590909090909091,9.9609375,30.6640625,2.9378080405294895,0.06896551724137931
11.23046875,42.67578125,781.254358837071,3,0.010000000000000007,0.5,0.049999999999999885,0.0,2.8704318162053823,2.8581131529062986,0.0267678055097349,0.008281361766421469,0.15820633800467476,0.0,0.010000000000000007,0.008281361766421469,0.12410142400767654,0.3796324769500643,0.7918473756872118,0.24967026116792113,0.4912275499664247,0.7875125329010189,0.49037307454273105,0.07026483968365937,0.9936736701056361,0.16486568986568986,15.8203125,43.75,2.792602051049471,0.1724137931034483
15.625,51.953125,821.0684484862581,4,0.010000000000000007,0.5,0.049999999999999885,0.0,2.6901810206472874,2.6785837560892105,0.026185230060946196,0.008917141007259488,0.1375366589636542,0.0,0.010000000000000007,0.008917141007259488,0.11918725213035941,0.44640911114402115,0.7963892784900963,0.2260425369022414,0.517840432934463,0.800092386547476,0.5169260979164392,0.0732390888442751,0.9905655197799206,0.19235486735486734,14.84375,53.90625,2.6291355323046446,0.19827586206896552
19.7265625,58.49609375,811.0510996799944,5,0.010000000000000007,0.5,0.049999999999999885,0.0,2.5448724208399653,2.5338546028360724,0.025403666266356595,0.009120366172282957,0.12407198018627241,0.0,0.010000000000000007,0.009120366172282957,0.11790231760824099,0.4242898332886398,0.7995617967098951,0.21849908749572933,0.5638735932298005,0.8100104071199894,0.5628616351168603,0.07632252442999743,0.9870672761462629,0.20305250305250308,17.96875,51.953125,2.580060802400112,0.21982758620689655
21.97265625,65.234375,844.2577323555902,6,0.010000000000000007,0.5,0.049999999999999885,0.0,2.385066380724311,2.3753444980829954,0.023678933452174533,0.00880945583776338,0.10160718054976314,0.0,0.010000000000000007,0.00880945583776338,0.11432925960980356,0.4329359554685652,0.8036463595926762,0.19985905231442302,0.6205256725661457,0.8258815468288958,0.6193938064388931,0.07809999963501468,0.9838436394929886,0.21370629370629374,18.5546875,58.984375,2.502836776897311,0.23275862068965517
25.29296875,69.140625,836.3885950792088,7,0.010000000000000007,0.5,0.049999999999999885,0.0,2.275887749157846,2.266824101097882,0.02390277369704563,0.008156620373483747,0.09492598712677136,0.0,0.009929687500000006,0.008156620373483747,0.11327189876465127,0.4441154240630567,0.8000338925048709,0.18903351132757962,0.6113910316489637,0.8363443971611559,0.6102782113011926,0.07291897226241417,0.9804543103091419,0.20408757908757907,20.3125,57.6171875,2.6097017601132393,0.21982758620689655
32.03125,72.94921875,813.0265511233761,8,0.010000000000000007,0.5,0.049999999999999885,0.0,2.0797724882140756,2.071870395448059,0.028135189233580604,0.0068279638235253515,0.08413549669785425,0.0,0.0010000000000000007,0.0068279638235253515,0.12628145708004013,0.4730904099997133,0.799403227865696,0.17665667342953384,0.6610970455221832,0.8271253979764879,0.659880852792412,0.06816240231273696,0.9786988068372011,0.3686097236097236,30.078125,66.015625,2.3159604240208864,0.38362068965517243
37.79296875,77.34375,932.1113905980412,9,0.010000000000000007,0.5,0.049999999999999885,0.0,1.8835829412564635,1.8743028701283038,0.021919870378042106,0.011289812882750994,0.06831927562598139,0.0,0.0009929687500000006,0.011289812882750994,0.10861718258820474,0.4529656348749995,0.8000337625853717,0.1659156708046794,0.6885611184407026,0.8592806048691273,0.6872880514711142,0.09314308851025999,0.978309677913785,0.33938256188256183,26.3671875,65.625,2.3987824134528637,0.3448275862068966
